basename,label,path
1BFR.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1BFR.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1BFR.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1BGY.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1BGY.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1BGY.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1BGY.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1BR1.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1BR1.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1BR1.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1BR1.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1BR2.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1BR2.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1BR2.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1BR2.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1BR4.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1BR4.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1BR4.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1BR4.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1BXR.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1BXR.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1BXR.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1BXR.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1C2W.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1C2W.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1C2W.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1C2W.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1C30.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1C30.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1C30.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1C30.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1C3O.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1C3O.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1C3O.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1C3O.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1CE8.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1CE8.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1CE8.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1CE8.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1CW3.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1CW3.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1CW3.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1CW3.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1CX8.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1CX8.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1CX8.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1CX8.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1DEQ.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1DEQ.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1DEQ.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1DEQ.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1E7P.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1E7P.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1E7P.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1E7P.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1E9S.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1E9S.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1E9S.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1E9S.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1EJ6.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1EJ6.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1EJ6.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1EJ6.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1F1H.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1F1H.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1F1H.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1F1H.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1F3W.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1F3W.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1F3W.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1F3W.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1F3X.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1F3X.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1F3X.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1F3X.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1F4A.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1F4A.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1F4A.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1F4A.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1F4H.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1F4H.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1F4H.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1F4H.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1F52.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1F52.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1F52.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1F52.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1F8S.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1F8S.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1F8S.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1F8S.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1FFK.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1FFK.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1FFK.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1FFK.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1FJG.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1FJG.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1FJG.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1FJG.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1FKA.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1FKA.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1FKA.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1FKA.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1FNT.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1FNT.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1FNT.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1FNT.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1FOU.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1FOU.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1FOU.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1FOU.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1FPY.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1FPY.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1FPY.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1FPY.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1FQV.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1FQV.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1FQV.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1FQV.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1FUI.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1FUI.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1FUI.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1FUI.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1G0U.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1G0U.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1G0U.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1G0U.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1G3I.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1G3I.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1G3I.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1G3I.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1G65.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1G65.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1G65.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1G65.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1G8K.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1G8K.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1G8K.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1G8K.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GAV.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GAV.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GAV.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GAV.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GH0.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GH0.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GH0.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GH0.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GPA.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GPA.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GPA.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GPA.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GQ2.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GQ2.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GQ2.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GQ2.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GQO.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GQO.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GQO.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GQO.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GR5.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GR5.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GR5.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GR5.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GRL.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GRL.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GRL.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GRL.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GRU.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GRU.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GRU.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GRU.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GT7.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GT7.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GT7.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GT7.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GT8.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GT8.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GT8.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GT8.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GTE.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GTE.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GTE.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GTE.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GTH.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GTH.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GTH.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GTH.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GTP.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GTP.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GTP.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GTP.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GW7.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GW7.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GW7.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GW7.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GW8.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GW8.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GW8.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GW8.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GYT.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GYT.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GYT.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1GYT.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1H1K.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1H1K.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1H1K.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1H1K.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1H2I.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1H2I.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1H2I.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1H2I.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1H38.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1H38.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1H38.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1H38.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1H6D.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1H6D.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1H6D.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1H6D.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1H7W.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1H7W.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1H7W.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1H7W.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1H7X.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1H7X.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1H7X.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1H7X.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1HA7.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1HA7.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1HA7.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1HA7.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1HB5.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1HB5.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1HB5.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1HB5.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1HB7.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1HB7.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1HB7.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1HB7.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1HB9.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1HB9.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1HB9.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1HB9.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1HC1.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1HC1.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1HC1.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1HC1.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1HCY.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1HCY.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1HCY.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1HCY.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1HMV.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1HMV.2_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1HMV.3_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1HMV.4_hit,2,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
1HN1.1_hit,1,/reg/data/ana03/scratch/cwang31/scratch/skopi/h5s_mini.sq
