exp,run,event_num,label
amo06516,94,5202,3
amo06516,94,5263,3
amo06516,94,5275,3
amo06516,94,5310,4
amo06516,94,5868,3
amo06516,94,5991,3
amo06516,94,6011,3
amo06516,94,6025,2
amo06516,94,6027,3
amo06516,94,6180,3
amo06516,94,6197,3
amo06516,94,6238,4
amo06516,94,6277,3
amo06516,94,6335,3
amo06516,94,6366,3
amo06516,94,6442,3
amo06516,94,6569,3
amo06516,94,6644,3
amo06516,94,6697,2
amo06516,94,6778,3
amo06516,94,6997,3
amo06516,94,7002,3
amo06516,94,7017,4
amo06516,94,7025,4
amo06516,94,7194,4
amo06516,94,7198,3
amo06516,94,7298,3
amo06516,94,7328,3
amo06516,94,7364,3
amo06516,94,7437,1
amo06516,94,7459,3
amo06516,94,7772,3
amo06516,94,7820,3
amo06516,94,7991,3
amo06516,94,8007,3
amo06516,94,8055,3
amo06516,94,8062,1
amo06516,94,8229,3
amo06516,94,8303,3
amo06516,94,8356,3
amo06516,94,8399,3
amo06516,94,8417,3
amo06516,94,8492,3
amo06516,94,8567,4
amo06516,94,8598,3
amo06516,94,8657,3
amo06516,94,8668,3
amo06516,94,8682,1
amo06516,94,8697,3
amo06516,94,8736,3
amo06516,94,8824,3
amo06516,94,8840,1
amo06516,94,8904,2
amo06516,94,8956,3
amo06516,94,8971,3
amo06516,94,8996,3
amo06516,94,9092,3
amo06516,94,9249,3
amo06516,94,9362,4
amo06516,94,9596,3
amo06516,94,9716,3
amo06516,94,9978,3
amo06516,94,10052,3
amo06516,94,10177,3
amo06516,94,10289,3
amo06516,94,10318,3
amo06516,94,10334,3
amo06516,94,10396,0
amo06516,94,10437,4
amo06516,94,10637,4
amo06516,94,10669,1
amo06516,94,10711,3
amo06516,94,10738,3
amo06516,94,10763,4
amo06516,94,10840,3
amo06516,94,10876,3
amo06516,94,11066,4
amo06516,94,11103,3
amo06516,94,11121,4
amo06516,94,11147,3
amo06516,94,11273,3
amo06516,94,11278,3
amo06516,94,11293,3
amo06516,94,11408,3
amo06516,94,11423,3
amo06516,94,11472,4
amo06516,94,11477,3
amo06516,94,11523,3
amo06516,94,11531,3
amo06516,94,11565,3
amo06516,94,11580,3
amo06516,94,11631,4
amo06516,94,11648,3
amo06516,94,11696,3
amo06516,94,11727,4
amo06516,94,11733,3
amo06516,94,11962,3
amo06516,94,11993,4
amo06516,94,12090,3
amo06516,94,12123,3
amo06516,94,12133,3
amo06516,94,12158,3
amo06516,94,12179,3
amo06516,94,12187,3
amo06516,94,12205,4
amo06516,94,12231,3
amo06516,94,12238,3
amo06516,94,12301,3
amo06516,94,12371,3
amo06516,94,12375,3
amo06516,94,12388,1
amo06516,94,12403,3
amo06516,94,12419,3
amo06516,94,12426,3
amo06516,94,12547,3
amo06516,94,12601,3
amo06516,94,12668,3
amo06516,94,12701,3
amo06516,94,12744,4
amo06516,94,12784,3
amo06516,94,12806,3
amo06516,94,12820,3
amo06516,94,12842,3
amo06516,94,13023,3
amo06516,94,13179,3
amo06516,94,13201,1
amo06516,94,13228,3
amo06516,94,13277,3
amo06516,94,13905,4
amo06516,94,14462,1
amo06516,94,14565,4
amo06516,94,14731,2
amo06516,94,14894,2
amo06516,94,16280,4
amo06516,94,16534,0
amo06516,94,16628,1
amo06516,94,16735,4
amo06516,94,17052,4
amo06516,94,17191,3
amo06516,94,17257,1
amo06516,94,17312,0
amo06516,94,17431,4
amo06516,94,17667,4
amo06516,94,17746,4
amo06516,94,18458,1
amo06516,94,18601,2
amo06516,94,18613,1
amo06516,94,18838,3
amo06516,94,18890,0
amo06516,94,19030,3
amo06516,94,19075,1
amo06516,94,19267,4
amo06516,94,19668,4
amo06516,94,19787,1
amo06516,94,19955,1
amo06516,94,19995,4
amo06516,94,20143,1
amo06516,94,20297,0
amo06516,94,20459,2
amo06516,94,20660,0
amo06516,94,20986,2
amo06516,94,21202,4
amo06516,94,21312,4
amo06516,94,21629,0
amo06516,94,21761,2
amo06516,94,21767,4
amo06516,94,22038,1
amo06516,94,22318,2
amo06516,94,22363,1
amo06516,94,22719,1
amo06516,94,22737,1
amo06516,94,22776,4
amo06516,94,22978,1
amo06516,94,23088,1
amo06516,94,23107,4
amo06516,94,23220,1
amo06516,94,24075,2
amo06516,94,24079,1
amo06516,94,24090,4
amo06516,94,24848,2
amo06516,94,25353,1
amo06516,94,25414,2
amo06516,94,25438,4
amo06516,94,25571,4
amo06516,94,25815,2
amo06516,94,25876,4
amo06516,94,26168,4
amo06516,94,26243,4
amo06516,94,26253,2
amo06516,94,26381,1
amo06516,94,26529,2
amo06516,94,27006,2
amo06516,94,27230,4
amo06516,94,27317,4
amo06516,94,27474,4
amo06516,94,27684,4
amo06516,94,27749,2
amo06516,94,27820,2
amo06516,94,27882,2
amo06516,94,27971,4
amo06516,94,28977,2
amo06516,94,29191,3
amo06516,94,29212,4
amo06516,94,29276,4
amo06516,94,29346,4
amo06516,94,29349,4
amo06516,94,29414,1
amo06516,94,30022,4
amo06516,94,30098,4
amo06516,94,30205,4
amo06516,94,30363,2
amo06516,94,30629,4
amo06516,94,30660,4
amo06516,94,30693,1
amo06516,94,30760,4
amo06516,94,30805,4
amo06516,94,31078,4
amo06516,94,31097,4
amo06516,94,31157,1
amo06516,94,31374,3
amo06516,94,31698,4
amo06516,94,31807,4
amo06516,94,31888,4
amo06516,94,32054,2
amo06516,94,32075,4
amo06516,94,32191,1
amo06516,94,32435,4
amo06516,94,32578,1
amo06516,94,33115,1
amo06516,94,33385,4
amo06516,94,33529,4
amo06516,94,33844,4
amo06516,94,34120,2
amo06516,94,34300,4
amo06516,94,34311,4
amo06516,94,35345,4
amo06516,94,35589,4
amo06516,94,36038,4
amo06516,94,36073,4
amo06516,94,36366,4
amo06516,94,36417,4
amo06516,94,36460,2
amo06516,94,36860,1
amo06516,94,36887,4
amo06516,94,36970,4
amo06516,94,37496,4
amo06516,94,38068,4
amo06516,94,38158,4
amo06516,94,39451,4
amo06516,94,39843,4
amo06516,94,39872,2
amo06516,94,40399,1
amo06516,94,40549,4
amo06516,94,40621,4
amo06516,94,40718,4
amo06516,94,40834,4
amo06516,94,42553,4
amo06516,94,42963,4
amo06516,94,43037,4
amo06516,94,43067,1
amo06516,94,43526,1
amo06516,94,43737,2
amo06516,94,44006,4
amo06516,94,44260,1
amo06516,94,44270,4
amo06516,94,44802,4
amo06516,94,45376,4
amo06516,94,45660,4
amo06516,94,45750,1
amo06516,94,45759,1
amo06516,94,46355,4
amo06516,94,47710,2
amo06516,94,49151,1
amo06516,94,49589,4
amo06516,94,49870,1
amo06516,94,51686,1
amo06516,94,51827,2
amo06516,94,52119,4
amo06516,94,52239,4
amo06516,94,52246,1
amo06516,94,52732,4
amo06516,94,53438,2
amo06516,94,55124,4
amo06516,94,55320,4
amo06516,94,56397,4
amo06516,94,56620,4
amo06516,94,57546,4
amo06516,94,63165,4
amo06516,94,63437,4
amo06516,94,64195,4
amo06516,94,64252,4
amo06516,94,64316,4
amo06516,94,64727,4
amo06516,94,64910,4
amo06516,94,65028,1
amo06516,94,65419,4
amo06516,94,65436,4
amo06516,94,65779,4
amo06516,94,66187,1
amo06516,94,66903,2
amo06516,94,68761,4
amo06516,94,68931,4
amo06516,94,69277,4
amo06516,94,69353,4
amo06516,94,69890,4
amo06516,94,70840,4
amo06516,94,71168,4
amo06516,94,71614,1
amo06516,94,71998,2
amo06516,94,72092,4
amo06516,94,72775,1
amo06516,94,73108,4
amo06516,94,74963,1
amo06516,94,75488,4
amo06516,94,75781,0
amo06516,94,77610,4
