exp,run,event_num,label
amo06516,96,83740,1
amo06516,96,83890,2
amo06516,96,85755,1
amo06516,96,85806,4
amo06516,96,85897,1
amo06516,96,86405,4
amo06516,96,87086,4
amo06516,96,88616,4
amo06516,96,89131,4
amo06516,96,89982,1
amo06516,96,90248,2
amo06516,96,90941,1
amo06516,96,91643,1
amo06516,96,92199,2
amo06516,96,93753,4
amo06516,96,93763,4
amo06516,96,94783,2
amo06516,96,95982,4
amo06516,96,95992,4
amo06516,96,96054,4
amo06516,96,97963,4
amo06516,96,99592,4
amo06516,96,100931,4
amo06516,96,101250,4
amo06516,96,101257,1
amo06516,96,101495,1
amo06516,96,103114,4
amo06516,96,103309,4
amo06516,96,105656,2
amo06516,96,107034,2
amo06516,96,107703,1
amo06516,96,107746,4
amo06516,96,107889,2
amo06516,96,108130,4
amo06516,96,108320,1
amo06516,96,108904,2
amo06516,96,109572,1
amo06516,96,109581,1
amo06516,96,109758,4
amo06516,96,109768,1
amo06516,96,110199,2
amo06516,96,110622,4
amo06516,96,110874,1
amo06516,96,112027,1
amo06516,96,114726,1
amo06516,96,114787,4
amo06516,96,116221,1
amo06516,96,116421,4
amo06516,96,116463,1
amo06516,96,116706,2
amo06516,96,116909,1
amo06516,96,118208,4
amo06516,96,118998,1
amo06516,96,119082,1
amo06516,96,119223,2
amo06516,96,120756,4
amo06516,96,121027,1
amo06516,96,122346,2
amo06516,96,122527,2
amo06516,96,122906,1
amo06516,96,123068,1
amo06516,96,124113,1
amo06516,96,124332,1
amo06516,96,124484,4
amo06516,96,124735,1
amo06516,96,125091,1
amo06516,96,125978,4
amo06516,96,126517,1
amo06516,96,126849,1
amo06516,96,126986,2
amo06516,96,127300,2
amo06516,96,128462,2
amo06516,96,131163,1
amo06516,96,132090,1
amo06516,96,133151,4
amo06516,96,134214,1
amo06516,96,134483,1
amo06516,96,135455,4
amo06516,96,135911,1
amo06516,96,135993,2
amo06516,96,136208,2
amo06516,96,137334,2
amo06516,96,137954,2
amo06516,96,138042,1
amo06516,96,138571,1
amo06516,96,139421,1
amo06516,96,140238,1
amo06516,96,140280,2
amo06516,96,140932,2
amo06516,96,141269,1
amo06516,96,141597,1
amo06516,96,142070,4
amo06516,96,142607,4
amo06516,96,142635,4
amo06516,96,143240,2
amo06516,96,143491,4
amo06516,96,143760,1
amo06516,96,144150,1
amo06516,96,145359,4
amo06516,96,145828,4
amo06516,96,145846,1
amo06516,96,146738,4
amo06516,96,146794,1
amo06516,96,147446,1
amo06516,96,147613,1
amo06516,96,147687,1
amo06516,96,148754,1
amo06516,96,149273,2
amo06516,96,149507,1
amo06516,96,153972,1
amo06516,96,154619,2
amo06516,96,155231,1
amo06516,96,155329,1
amo06516,96,156147,1
amo06516,96,156723,2
amo06516,96,157233,4
amo06516,96,159138,1
amo06516,96,159179,1
amo06516,96,161085,4
amo06516,96,161453,1
amo06516,96,163428,4
amo06516,96,165408,2
amo06516,96,167085,1
amo06516,96,167494,4
amo06516,96,168460,2
amo06516,96,171149,2
amo06516,96,171949,1
amo06516,96,172167,1
amo06516,96,172504,1
amo06516,96,172595,1
amo06516,96,172815,4
amo06516,96,173130,2
amo06516,96,173832,2
amo06516,96,175783,4
amo06516,96,176787,4
amo06516,96,176980,4
amo06516,96,178105,4
amo06516,96,178500,1
amo06516,96,179119,1
amo06516,96,179653,2
amo06516,96,180380,1
amo06516,96,180499,1
amo06516,96,181921,2
amo06516,96,182022,2
amo06516,96,182689,4
amo06516,96,183101,2
amo06516,96,183144,1
amo06516,96,183207,1
amo06516,96,183574,4
amo06516,96,184784,4
amo06516,96,185774,1
amo06516,96,185786,1
amo06516,96,187701,1
amo06516,96,188115,1
amo06516,96,188130,4
amo06516,96,188552,4
amo06516,96,189822,2
amo06516,96,189988,1
amo06516,96,190148,1
amo06516,96,190160,4
amo06516,96,190441,1
amo06516,96,190539,1
amo06516,96,191156,1
amo06516,96,191352,4
amo06516,96,191526,1
amo06516,96,191543,4
amo06516,96,192556,4
amo06516,96,192838,4
amo06516,96,192919,2
amo06516,96,193087,4
amo06516,96,193540,4
amo06516,96,193665,4
amo06516,96,194176,1
amo06516,96,195365,1
amo06516,96,195448,1
amo06516,96,196871,2
amo06516,96,197115,1
amo06516,96,198193,1
amo06516,96,199250,1
amo06516,96,199299,4
amo06516,96,200264,4
amo06516,96,200637,4
amo06516,96,202549,1
amo06516,96,202707,1
