exp,run,event_num,label
amo06516,90,23698,1
amo06516,90,24097,2
amo06516,90,24672,3
amo06516,90,24969,3
amo06516,90,25504,3
amo06516,90,25719,3
amo06516,90,25789,4
amo06516,90,25907,3
amo06516,90,26165,2
amo06516,90,26259,3
amo06516,90,26387,1
amo06516,90,26433,1
amo06516,90,26726,1
amo06516,90,26958,3
amo06516,90,27152,1
amo06516,90,27220,3
amo06516,90,27272,3
amo06516,90,27409,3
amo06516,90,27527,3
amo06516,90,27549,2
amo06516,90,27870,2
amo06516,90,27881,3
amo06516,90,27992,3
amo06516,90,28021,1
amo06516,90,28098,3
amo06516,90,28439,3
amo06516,90,28750,1
amo06516,90,28756,1
amo06516,90,29217,0
amo06516,90,29250,4
amo06516,90,29885,1
amo06516,90,30123,1
amo06516,90,30328,3
amo06516,90,30430,3
amo06516,90,30745,3
amo06516,90,30836,3
amo06516,90,30879,3
amo06516,90,30959,3
amo06516,90,31089,1
amo06516,90,31238,1
amo06516,90,31509,3
amo06516,90,31721,1
amo06516,90,32059,1
amo06516,90,32082,0
amo06516,90,32132,3
amo06516,90,32206,3
amo06516,90,32529,2
amo06516,90,32612,3
amo06516,90,33014,3
amo06516,90,33318,3
amo06516,90,33615,0
amo06516,90,33880,3
amo06516,90,34005,3
amo06516,90,34028,2
amo06516,90,34428,0
amo06516,90,35021,3
amo06516,90,35359,3
amo06516,90,35961,0
amo06516,90,36074,1
amo06516,90,36214,1
amo06516,90,36242,3
amo06516,90,36326,3
amo06516,90,36503,3
amo06516,90,36632,3
amo06516,90,37007,3
amo06516,90,37011,3
amo06516,90,37089,1
amo06516,90,37309,4
amo06516,90,37317,3
amo06516,90,37880,3
amo06516,90,38088,3
amo06516,90,38486,3
amo06516,90,38786,3
amo06516,90,39202,3
amo06516,90,39368,1
amo06516,90,39782,3
amo06516,90,39798,3
amo06516,90,39867,3
amo06516,90,39890,2
amo06516,90,39970,1
amo06516,90,40271,2
amo06516,90,40357,3
amo06516,90,40468,1
amo06516,90,41367,3
amo06516,90,41395,3
amo06516,90,41510,0
amo06516,90,41656,1
amo06516,90,41943,3
amo06516,90,42056,3
amo06516,90,42122,3
amo06516,90,42219,3
amo06516,90,42469,3
amo06516,90,42517,2
amo06516,90,42547,1
amo06516,90,42690,3
amo06516,90,42836,3
amo06516,90,42867,1
amo06516,90,42959,3
amo06516,90,43157,3
amo06516,90,43268,3
amo06516,90,43535,0
amo06516,90,43567,2
amo06516,90,43683,3
amo06516,90,43854,1
amo06516,90,44182,3
amo06516,90,44220,3
amo06516,90,44295,1
amo06516,90,44455,3
amo06516,90,44673,3
amo06516,90,44704,2
amo06516,90,44888,1
amo06516,90,44983,1
amo06516,90,45111,2
amo06516,90,45265,3
amo06516,90,46130,3
amo06516,90,46238,0
amo06516,90,46335,0
amo06516,90,46340,2
amo06516,90,46418,3
amo06516,90,46710,4
amo06516,90,46940,1
amo06516,90,47068,4
amo06516,90,47192,1
amo06516,90,47338,1
amo06516,90,47616,3
amo06516,90,47627,3
amo06516,90,48088,1
amo06516,90,48370,3
amo06516,90,48399,3
amo06516,90,48496,1
amo06516,90,48542,3
amo06516,90,48648,4
amo06516,90,48727,4
amo06516,90,49472,3
amo06516,90,49578,0
amo06516,90,49641,3
amo06516,90,49824,3
amo06516,90,50174,3
amo06516,90,50229,3
amo06516,90,50538,3
amo06516,90,51044,3
amo06516,90,51054,3
amo06516,90,51537,0
amo06516,90,51932,3
amo06516,90,52456,3
amo06516,90,52758,3
amo06516,90,52860,4
amo06516,90,53024,3
amo06516,90,53075,1
amo06516,90,53092,3
amo06516,90,53213,2
amo06516,90,53557,1
amo06516,90,53855,3
amo06516,90,54106,2
amo06516,90,54193,0
amo06516,90,54415,1
amo06516,90,54636,2
amo06516,90,54738,3
amo06516,90,54854,1
amo06516,90,55001,4
amo06516,90,55182,2
amo06516,90,55185,3
amo06516,90,55218,3
amo06516,90,55542,2
amo06516,90,55738,1
amo06516,90,55783,1
amo06516,90,55976,3
amo06516,90,55985,3
amo06516,90,56157,1
amo06516,90,56618,3
amo06516,90,56630,3
amo06516,90,56710,3
amo06516,90,56777,3
amo06516,90,56946,3
amo06516,90,56953,0
amo06516,90,56959,3
amo06516,90,57215,3
amo06516,90,57437,3
amo06516,90,57930,1
amo06516,90,58175,2
amo06516,90,58178,3
amo06516,90,58685,3
amo06516,90,59046,1
amo06516,90,59082,1
amo06516,90,59146,1
amo06516,90,59176,1
amo06516,90,59584,0
amo06516,90,59651,1
amo06516,90,60058,1
amo06516,90,60077,0
amo06516,90,60124,0
amo06516,90,60140,0
amo06516,90,60385,3
amo06516,90,60769,3
amo06516,90,61415,3
amo06516,90,61922,3
amo06516,90,62205,1
amo06516,90,62267,3
amo06516,90,62297,3
amo06516,90,62496,0
amo06516,90,62831,3
amo06516,90,63091,3
amo06516,90,63425,1
amo06516,91,458,3
amo06516,91,699,3
amo06516,91,759,3
amo06516,91,860,0
amo06516,91,892,0
amo06516,91,977,3
amo06516,91,1487,3
amo06516,91,1585,3
amo06516,91,2054,1
amo06516,91,2526,1
amo06516,91,2557,3
amo06516,91,2586,3
amo06516,91,3211,9
amo06516,91,4201,1
amo06516,91,6047,3
amo06516,91,6061,3
amo06516,91,6341,3
amo06516,91,6714,3
amo06516,91,7081,0
amo06516,91,7642,3
amo06516,91,7794,3
amo06516,91,8437,1
amo06516,91,10130,1
amo06516,91,10534,0
amo06516,91,11646,0
amo06516,91,11832,3
amo06516,91,12058,3
amo06516,91,12287,3
amo06516,91,12529,9
amo06516,91,13659,3
amo06516,91,14092,3
amo06516,91,14114,3
amo06516,91,14539,3
amo06516,91,15669,0
amo06516,91,16184,3
amo06516,91,17158,2
amo06516,91,18130,1
amo06516,91,18399,3
amo06516,91,18452,3
amo06516,91,18516,1
amo06516,91,18999,2
amo06516,91,19117,3
amo06516,91,19326,3
amo06516,91,19912,3
amo06516,91,20824,1
amo06516,91,21364,3
amo06516,91,21570,2
amo06516,91,21936,3
amo06516,91,22360,1
amo06516,91,22529,9
amo06516,91,22768,3
amo06516,91,23519,3
amo06516,91,23768,3
amo06516,91,23880,2
amo06516,91,23906,1
amo06516,91,24212,0
amo06516,91,24312,0
amo06516,91,24313,3
amo06516,91,24340,3
amo06516,91,24377,3
amo06516,91,24392,3
amo06516,91,24444,3
amo06516,91,24522,3
amo06516,91,24663,3
amo06516,91,24696,3
amo06516,91,25173,3
amo06516,91,25252,1
amo06516,91,25834,0
amo06516,91,26153,3
amo06516,91,26273,2
amo06516,91,26698,3
amo06516,91,27153,2
amo06516,91,27546,3
amo06516,91,27673,3
amo06516,91,28284,3
amo06516,91,28327,3
amo06516,91,28733,3
amo06516,91,28881,3
amo06516,91,29356,3
amo06516,91,30020,1
amo06516,91,30031,3
amo06516,91,30154,0
amo06516,91,30199,3
amo06516,91,30350,3
amo06516,91,30458,3
amo06516,91,30689,2
amo06516,91,30696,3
amo06516,91,30712,3
amo06516,91,30768,3
amo06516,91,30921,1
amo06516,91,31426,3
amo06516,91,31531,3
amo06516,91,31549,3
amo06516,91,31712,1
amo06516,91,31892,3
amo06516,91,31973,2
amo06516,91,32059,3
amo06516,91,32354,3
amo06516,91,32529,9
amo06516,91,32717,3
amo06516,91,32758,3
amo06516,91,33100,3
amo06516,91,33217,1
amo06516,91,33492,2
amo06516,91,33570,1
amo06516,91,33891,0
amo06516,91,34020,3
amo06516,91,34172,3
amo06516,91,34500,1
amo06516,91,35000,3
amo06516,91,35219,3
amo06516,91,35409,2
amo06516,91,35513,1
amo06516,91,35607,0
amo06516,91,35747,3
amo06516,91,35852,0
amo06516,91,36001,2
amo06516,91,36160,3
amo06516,91,36177,3
amo06516,91,36318,0
amo06516,91,36532,3
amo06516,91,36648,2
amo06516,91,36733,3
amo06516,91,36736,3
amo06516,91,36949,1
amo06516,91,37040,0
amo06516,91,37074,3
amo06516,91,37139,3
amo06516,91,37381,2
amo06516,91,37812,1
amo06516,91,37980,3
amo06516,91,38129,0
amo06516,91,38350,3
amo06516,91,38354,3
amo06516,91,38361,3
amo06516,91,38462,3
amo06516,91,38571,3
amo06516,91,38652,3
amo06516,91,38894,3
amo06516,91,39252,3
amo06516,91,39342,1
amo06516,91,39438,3
amo06516,91,39454,1
amo06516,91,39810,3
amo06516,91,40049,3
amo06516,91,40081,3
amo06516,91,40272,1
amo06516,91,40360,3
amo06516,91,40684,3
amo06516,91,40878,3
amo06516,91,40887,1
amo06516,91,41114,3
amo06516,91,41424,1
amo06516,91,41898,3
amo06516,91,41916,3
amo06516,91,42189,3
amo06516,91,42427,3
amo06516,91,42454,2
amo06516,91,42987,3
amo06516,91,43074,3
amo06516,91,43208,3
amo06516,91,43720,3
amo06516,91,43957,2
amo06516,91,44233,3
amo06516,91,44365,3
amo06516,91,44470,3
amo06516,91,44485,3
amo06516,91,44604,3
amo06516,91,44731,0
amo06516,91,45085,3
amo06516,91,45319,3
amo06516,91,45402,0
amo06516,91,45455,3
amo06516,91,45714,3
amo06516,91,46118,3
amo06516,91,46256,3
amo06516,91,47424,3
amo06516,91,47784,3
amo06516,91,48114,3
amo06516,91,48168,3
amo06516,91,48251,1
amo06516,91,48429,3
amo06516,91,48643,3
amo06516,91,48845,3
amo06516,91,49253,9
amo06516,91,49564,3
amo06516,91,49647,3
amo06516,91,49714,3
amo06516,91,49870,3
amo06516,91,49935,3
amo06516,91,50039,3
amo06516,91,50572,3
amo06516,91,50619,3
amo06516,91,50767,2
amo06516,91,51038,3
amo06516,91,51141,3
amo06516,91,51539,3
amo06516,91,51567,0
amo06516,91,51633,3
amo06516,91,51978,2
amo06516,91,52068,3
amo06516,91,52482,3
amo06516,91,52506,3
amo06516,91,52529,9
amo06516,91,52663,3
amo06516,91,52835,3
amo06516,91,53162,3
amo06516,91,53205,1
amo06516,91,53567,1
amo06516,91,53714,3
amo06516,91,53745,1
amo06516,91,54086,1
amo06516,91,54316,3
amo06516,91,54341,3
amo06516,91,54475,1
amo06516,91,54732,3
amo06516,91,54888,3
amo06516,91,54925,3
amo06516,91,55107,3
amo06516,91,55205,3
amo06516,91,55268,3
amo06516,91,55476,3
amo06516,91,55719,3
amo06516,91,55869,3
amo06516,91,56879,1
amo06516,91,56897,3
amo06516,91,56934,3
amo06516,91,57047,3
amo06516,91,57227,3
amo06516,91,57290,0
amo06516,91,58231,1
amo06516,91,58634,3
amo06516,91,58649,3
amo06516,91,58754,3
amo06516,91,58920,3
amo06516,91,59153,1
amo06516,91,59169,1
amo06516,91,59677,3
amo06516,91,60374,3
amo06516,91,61066,3
amo06516,91,62223,3
amo06516,91,62338,3
amo06516,91,62529,9
amo06516,91,63470,3
amo06516,91,63764,3
amo06516,91,63921,3
amo06516,91,63982,2
amo06516,91,64438,4
amo06516,91,64486,1
amo06516,91,64532,1
amo06516,91,64727,1
amo06516,91,64924,1
amo06516,91,64936,3
amo06516,91,65039,3
amo06516,91,65115,3
amo06516,91,65557,3
amo06516,91,65993,3
amo06516,91,66373,0
amo06516,91,66401,3
amo06516,91,66505,3
amo06516,91,66565,1
amo06516,91,66578,3
amo06516,91,66765,3
amo06516,91,67333,3
amo06516,91,67638,3
amo06516,91,67928,3
amo06516,91,68205,3
amo06516,91,68538,3
amo06516,91,68851,3
amo06516,91,68903,3
amo06516,91,68922,1
amo06516,91,69147,3
amo06516,91,69156,3
amo06516,91,69162,0
amo06516,91,69321,1
amo06516,91,69436,3
amo06516,91,70134,3
amo06516,91,70189,3
amo06516,91,70285,2
amo06516,91,70338,1
amo06516,91,70486,1
amo06516,91,70584,1
amo06516,94,59,3
amo06516,94,203,3
amo06516,94,230,3
amo06516,94,241,3
amo06516,94,276,3
amo06516,94,327,3
amo06516,94,378,3
amo06516,94,400,3
amo06516,94,406,1
amo06516,94,425,3
amo06516,94,433,3
amo06516,94,434,4
amo06516,94,451,1
amo06516,94,509,3
amo06516,94,647,2
amo06516,94,813,3
amo06516,94,851,3
amo06516,94,857,3
amo06516,94,985,3
amo06516,94,1002,3
amo06516,94,1013,3
amo06516,94,1126,3
amo06516,94,1195,3
amo06516,94,1234,3
amo06516,94,1335,4
amo06516,94,1347,3
amo06516,94,1355,1
amo06516,94,1411,3
amo06516,94,1498,1
amo06516,94,1526,3
amo06516,94,1567,3
amo06516,94,1587,3
amo06516,94,1599,3
amo06516,94,1669,3
amo06516,94,1670,0
amo06516,94,1741,4
amo06516,94,1761,3
amo06516,94,1821,3
amo06516,94,1862,3
amo06516,94,2005,3
amo06516,94,2035,3
amo06516,94,2073,3
amo06516,94,2078,3
amo06516,94,2116,3
amo06516,94,2140,2
amo06516,94,2224,3
amo06516,94,2313,3
amo06516,94,2339,1
amo06516,94,2439,3
amo06516,94,2443,3
amo06516,94,2575,3
amo06516,94,2586,2
amo06516,94,2590,3
amo06516,94,2686,3
amo06516,94,2743,3
amo06516,94,2771,2
amo06516,94,2911,2
amo06516,94,2937,3
amo06516,94,2940,3
amo06516,94,2978,3
amo06516,94,3048,3
amo06516,94,3125,3
amo06516,94,3130,3
amo06516,94,3325,3
amo06516,94,3361,3
amo06516,94,3365,3
amo06516,94,3368,3
amo06516,94,3375,3
amo06516,94,3436,3
amo06516,94,3616,3
amo06516,94,3648,3
amo06516,94,3694,3
amo06516,94,3737,4
amo06516,94,3777,3
amo06516,94,3788,2
amo06516,94,3816,3
amo06516,94,3870,4
amo06516,94,3915,3
amo06516,94,4000,3
amo06516,94,4045,1
amo06516,94,4101,3
amo06516,94,4104,3
amo06516,94,4126,2
amo06516,94,4301,3
amo06516,94,4302,3
amo06516,94,4347,3
amo06516,94,4453,3
amo06516,94,4463,3
amo06516,94,4505,3
amo06516,94,4535,3
amo06516,94,4588,3
amo06516,94,4616,3
amo06516,94,4655,4
amo06516,94,4982,3
amo06516,94,5122,3
amo06516,94,5164,3
amo06516,94,5177,3
amo06516,94,5202,3
amo06516,94,5263,3
amo06516,94,5275,3
amo06516,94,5310,4
amo06516,94,5868,3
amo06516,94,5991,3
amo06516,94,6011,3
amo06516,94,6025,2
amo06516,94,6027,3
amo06516,94,6180,3
amo06516,94,6197,3
amo06516,94,6238,4
amo06516,94,6277,3
amo06516,94,6335,3
amo06516,94,6366,3
amo06516,94,6442,3
amo06516,94,6569,3
amo06516,94,6644,3
amo06516,94,6697,2
amo06516,94,6778,3
amo06516,94,6997,3
amo06516,94,7002,3
amo06516,94,7017,4
amo06516,94,7025,4
amo06516,94,7194,4
amo06516,94,7198,3
amo06516,94,7298,3
amo06516,94,7328,3
amo06516,94,7364,3
amo06516,94,7437,1
amo06516,94,7459,3
amo06516,94,7772,3
amo06516,94,7820,3
amo06516,94,7991,3
amo06516,94,8007,3
amo06516,94,8055,3
amo06516,94,8062,1
amo06516,94,8229,3
amo06516,94,8303,3
amo06516,94,8356,3
amo06516,94,8399,3
amo06516,94,8417,3
amo06516,94,8492,3
amo06516,94,8567,4
amo06516,94,8598,3
amo06516,94,8657,3
amo06516,94,8668,3
amo06516,94,8682,1
amo06516,94,8697,3
amo06516,94,8736,3
amo06516,94,8824,3
amo06516,94,8840,1
amo06516,94,8904,2
amo06516,94,8956,3
amo06516,94,8971,3
amo06516,94,8996,3
amo06516,94,9092,3
amo06516,94,9249,3
amo06516,94,9362,4
amo06516,94,9596,3
amo06516,94,9716,3
amo06516,94,9978,3
amo06516,94,10052,3
amo06516,94,10177,3
amo06516,94,10289,3
amo06516,94,10318,3
amo06516,94,10334,3
amo06516,94,10396,0
amo06516,94,10437,4
amo06516,94,10637,4
amo06516,94,10669,1
amo06516,94,10711,3
amo06516,94,10738,3
amo06516,94,10763,4
amo06516,94,10840,3
amo06516,94,10876,3
amo06516,94,11066,4
amo06516,94,11103,3
amo06516,94,11121,4
amo06516,94,11147,3
amo06516,94,11273,3
amo06516,94,11278,3
amo06516,94,11293,3
amo06516,94,11408,3
amo06516,94,11423,3
amo06516,94,11472,4
amo06516,94,11477,3
amo06516,94,11523,3
amo06516,94,11531,3
amo06516,94,11565,3
amo06516,94,11580,3
amo06516,94,11631,4
amo06516,94,11648,3
amo06516,94,11696,3
amo06516,94,11727,4
amo06516,94,11733,3
amo06516,94,11962,3
amo06516,94,11993,4
amo06516,94,12090,3
amo06516,94,12123,3
amo06516,94,12133,3
amo06516,94,12158,3
amo06516,94,12179,3
amo06516,94,12187,3
amo06516,94,12205,4
amo06516,94,12231,3
amo06516,94,12238,3
amo06516,94,12301,3
amo06516,94,12371,3
amo06516,94,12375,3
amo06516,94,12388,1
amo06516,94,12403,3
amo06516,94,12419,3
amo06516,94,12426,3
amo06516,94,12547,3
amo06516,94,12601,3
amo06516,94,12668,3
amo06516,94,12701,3
amo06516,94,12744,4
amo06516,94,12784,3
amo06516,94,12806,3
amo06516,94,12820,3
amo06516,94,12842,3
amo06516,94,13023,3
amo06516,94,13179,3
amo06516,94,13201,1
amo06516,94,13228,3
amo06516,94,13277,3
amo06516,94,13905,4
amo06516,94,14462,1
amo06516,94,14565,4
amo06516,94,14731,2
amo06516,94,14894,2
amo06516,94,16280,4
amo06516,94,16534,0
amo06516,94,16628,1
amo06516,94,16735,4
amo06516,94,17052,4
amo06516,94,17191,3
amo06516,94,17257,1
amo06516,94,17312,0
amo06516,94,17431,4
amo06516,94,17667,4
amo06516,94,17746,4
amo06516,94,18458,1
amo06516,94,18601,2
amo06516,94,18613,1
amo06516,94,18838,3
amo06516,94,18890,0
amo06516,94,19030,3
amo06516,94,19075,1
amo06516,94,19267,4
amo06516,94,19668,4
amo06516,94,19787,1
amo06516,94,19955,1
amo06516,94,19995,4
amo06516,94,20143,1
amo06516,94,20297,0
amo06516,94,20459,2
amo06516,94,20660,0
amo06516,94,20986,2
amo06516,94,21202,4
amo06516,94,21312,4
amo06516,94,21629,0
amo06516,94,21761,2
amo06516,94,21767,4
amo06516,94,22038,1
amo06516,94,22318,2
amo06516,94,22363,1
amo06516,94,22719,1
amo06516,94,22737,1
amo06516,94,22776,4
amo06516,94,22978,1
amo06516,94,23088,1
amo06516,94,23107,4
amo06516,94,23220,1
amo06516,94,24075,2
amo06516,94,24079,1
amo06516,94,24090,4
amo06516,94,24848,2
amo06516,94,25353,1
amo06516,94,25414,2
amo06516,94,25438,4
amo06516,94,25571,4
amo06516,94,25815,2
amo06516,94,25876,4
amo06516,94,26168,4
amo06516,94,26243,4
amo06516,94,26253,2
amo06516,94,26381,1
amo06516,94,26529,2
amo06516,94,27006,2
amo06516,94,27230,4
amo06516,94,27317,4
amo06516,94,27474,4
amo06516,94,27684,4
amo06516,94,27749,2
amo06516,94,27820,2
amo06516,94,27882,2
amo06516,94,27971,4
amo06516,94,28977,2
amo06516,94,29191,3
amo06516,94,29212,4
amo06516,94,29276,4
amo06516,94,29346,4
amo06516,94,29349,4
amo06516,94,29414,1
amo06516,94,30022,4
amo06516,94,30098,4
amo06516,94,30205,4
amo06516,94,30363,2
amo06516,94,30629,4
amo06516,94,30660,4
amo06516,94,30693,1
amo06516,94,30760,4
amo06516,94,30805,4
amo06516,94,31078,4
amo06516,94,31097,4
amo06516,94,31157,1
amo06516,94,31374,3
amo06516,94,31698,4
amo06516,94,31807,4
amo06516,94,31888,4
amo06516,94,32054,2
amo06516,94,32075,4
amo06516,94,32191,1
amo06516,94,32435,4
amo06516,94,32578,1
amo06516,94,33115,1
amo06516,94,33385,4
amo06516,94,33529,4
amo06516,94,33844,4
amo06516,94,34120,2
amo06516,94,34300,4
amo06516,94,34311,4
amo06516,94,35345,4
amo06516,94,35589,4
amo06516,94,36038,4
amo06516,94,36073,4
amo06516,94,36366,4
amo06516,94,36417,4
amo06516,94,36460,2
amo06516,94,36860,1
amo06516,94,36887,4
amo06516,94,36970,4
amo06516,94,37496,4
amo06516,94,38068,4
amo06516,94,38158,4
amo06516,94,39451,4
amo06516,94,39843,4
amo06516,94,39872,2
amo06516,94,40399,1
amo06516,94,40549,4
amo06516,94,40621,4
amo06516,94,40718,4
amo06516,94,40834,4
amo06516,94,42553,4
amo06516,94,42963,4
amo06516,94,43037,4
amo06516,94,43067,1
amo06516,94,43526,1
amo06516,94,43737,2
amo06516,94,44006,4
amo06516,94,44260,1
amo06516,94,44270,4
amo06516,94,44802,4
amo06516,94,45376,4
amo06516,94,45660,4
amo06516,94,45750,1
amo06516,94,45759,1
amo06516,94,46355,4
amo06516,94,47710,2
amo06516,94,49151,1
amo06516,94,49589,4
amo06516,94,49870,1
amo06516,94,51686,1
amo06516,94,51827,2
amo06516,94,52119,4
amo06516,94,52239,4
amo06516,94,52246,1
amo06516,94,52732,4
amo06516,94,53438,2
amo06516,94,55124,4
amo06516,94,55320,4
amo06516,94,56397,4
amo06516,94,56620,4
amo06516,94,57546,4
amo06516,94,63165,4
amo06516,94,63437,4
amo06516,94,64195,4
amo06516,94,64252,4
amo06516,94,64316,4
amo06516,94,64727,4
amo06516,94,64910,4
amo06516,94,65028,1
amo06516,94,65419,4
amo06516,94,65436,4
amo06516,94,65779,4
amo06516,94,66187,1
amo06516,94,66903,2
amo06516,94,68761,4
amo06516,94,68931,4
amo06516,94,69277,4
amo06516,94,69353,4
amo06516,94,69890,4
amo06516,94,70840,4
amo06516,94,71168,4
amo06516,94,71614,1
amo06516,94,71998,2
amo06516,94,72092,4
amo06516,94,72775,1
amo06516,94,73108,4
amo06516,94,74963,1
amo06516,94,75488,4
amo06516,94,75781,0
amo06516,94,77610,4
amo06516,96,959,0
amo06516,96,1414,4
amo06516,96,1577,3
amo06516,96,1606,1
amo06516,96,1615,3
amo06516,96,2469,3
amo06516,96,2750,3
amo06516,96,2781,0
amo06516,96,3012,0
amo06516,96,3053,0
amo06516,96,3130,3
amo06516,96,3615,0
amo06516,96,3728,3
amo06516,96,3754,4
amo06516,96,4106,1
amo06516,96,4210,4
amo06516,96,4441,4
amo06516,96,5042,2
amo06516,96,5088,0
amo06516,96,5389,2
amo06516,96,5813,3
amo06516,96,5986,2
amo06516,96,6165,2
amo06516,96,6689,1
amo06516,96,6695,3
amo06516,96,7407,1
amo06516,96,7617,4
amo06516,96,7743,0
amo06516,96,7904,0
amo06516,96,7993,4
amo06516,96,8128,3
amo06516,96,8517,3
amo06516,96,8910,3
amo06516,96,10094,3
amo06516,96,10206,3
amo06516,96,10229,3
amo06516,96,10330,0
amo06516,96,10390,0
amo06516,96,10529,0
amo06516,96,10594,3
amo06516,96,10686,4
amo06516,96,10834,3
amo06516,96,11541,3
amo06516,96,11616,3
amo06516,96,11653,0
amo06516,96,12103,3
amo06516,96,12486,3
amo06516,96,12728,3
amo06516,96,12767,3
amo06516,96,12834,3
amo06516,96,12979,3
amo06516,96,13075,2
amo06516,96,13580,0
amo06516,96,13835,2
amo06516,96,14042,3
amo06516,96,14166,3
amo06516,96,14233,2
amo06516,96,14498,3
amo06516,96,14649,1
amo06516,96,14808,3
amo06516,96,14880,3
amo06516,96,15066,3
amo06516,96,15373,1
amo06516,96,15820,2
amo06516,96,16096,1
amo06516,96,16465,3
amo06516,96,16528,0
amo06516,96,16704,1
amo06516,96,16852,3
amo06516,96,17079,3
amo06516,96,17280,3
amo06516,96,17317,2
amo06516,96,18990,0
amo06516,96,19415,0
amo06516,96,19775,1
amo06516,96,19869,1
amo06516,96,20500,4
amo06516,96,20856,4
amo06516,96,21612,4
amo06516,96,22152,1
amo06516,96,22246,2
amo06516,96,22987,1
amo06516,96,23047,1
amo06516,96,23840,2
amo06516,96,24315,1
amo06516,96,24327,2
amo06516,96,24338,0
amo06516,96,24445,4
amo06516,96,24458,0
amo06516,96,24543,4
amo06516,96,25058,1
amo06516,96,25354,1
amo06516,96,26866,1
amo06516,96,29200,4
amo06516,96,30315,1
amo06516,96,31505,4
amo06516,96,33108,4
amo06516,96,34269,1
amo06516,96,34837,0
amo06516,96,35429,4
amo06516,96,35575,1
amo06516,96,36937,1
amo06516,96,36998,4
amo06516,96,37082,2
amo06516,96,38487,1
amo06516,96,38528,4
amo06516,96,39568,2
amo06516,96,40583,4
amo06516,96,41538,1
amo06516,96,41573,0
amo06516,96,41691,4
amo06516,96,41743,2
amo06516,96,42894,4
amo06516,96,42973,1
amo06516,96,43588,4
amo06516,96,43875,0
amo06516,96,44946,1
amo06516,96,45439,1
amo06516,96,47356,4
amo06516,96,47612,2
amo06516,96,47665,2
