exp,run,event_num,label
amo06516,90,23698,1
amo06516,90,24097,2
amo06516,90,24672,3
amo06516,90,24969,3
amo06516,90,25504,3
amo06516,90,25719,3
amo06516,90,25789,4
amo06516,90,25907,3
amo06516,90,26165,2
amo06516,90,26259,3
amo06516,90,26387,1
amo06516,90,26433,1
amo06516,90,26726,1
amo06516,90,26958,3
amo06516,90,27152,1
amo06516,90,27220,3
amo06516,90,27272,3
amo06516,90,27409,3
amo06516,90,27527,3
amo06516,90,27549,2
amo06516,90,27870,2
amo06516,90,27881,3
amo06516,90,27992,3
amo06516,90,28021,1
amo06516,90,28098,3
amo06516,90,28439,3
amo06516,90,28750,1
amo06516,90,28756,1
amo06516,90,29217,0
amo06516,90,29250,4
amo06516,90,29885,1
amo06516,90,30123,1
amo06516,90,30328,3
amo06516,90,30430,3
amo06516,90,30745,3
amo06516,90,30836,3
amo06516,90,30879,3
amo06516,90,30959,3
amo06516,90,31089,1
amo06516,90,31238,1
amo06516,90,31509,3
amo06516,90,31721,1
amo06516,90,32059,1
amo06516,90,32082,0
amo06516,90,32132,3
amo06516,90,32206,3
amo06516,90,32529,2
amo06516,90,32612,3
amo06516,90,33014,3
amo06516,90,33318,3
amo06516,90,33615,0
amo06516,90,33880,3
amo06516,90,34005,3
amo06516,90,34028,2
amo06516,90,34428,0
amo06516,90,35021,3
amo06516,90,35359,3
amo06516,90,35961,0
amo06516,90,36074,1
amo06516,90,36214,1
amo06516,90,36242,3
amo06516,90,36326,3
amo06516,90,36503,3
amo06516,90,36632,3
amo06516,90,37007,3
amo06516,90,37011,3
amo06516,90,37089,1
amo06516,90,37309,4
amo06516,90,37317,3
amo06516,90,37880,3
amo06516,90,38088,3
amo06516,90,38486,3
amo06516,90,38786,3
amo06516,90,39202,3
amo06516,90,39368,1
amo06516,90,39782,3
amo06516,90,39798,3
amo06516,90,39867,3
amo06516,90,39890,2
amo06516,90,39970,1
amo06516,90,40271,2
amo06516,90,40357,3
amo06516,90,40468,1
amo06516,90,41367,3
amo06516,90,41395,3
amo06516,90,41510,0
amo06516,90,41656,1
amo06516,90,41943,3
amo06516,90,42056,3
amo06516,90,42122,3
amo06516,90,42219,3
amo06516,90,42469,3
amo06516,90,42517,2
amo06516,90,42547,1
amo06516,90,42690,3
amo06516,90,42836,3
amo06516,90,42867,1
amo06516,90,42959,3
amo06516,90,43157,3
amo06516,90,43268,3
amo06516,90,43535,0
amo06516,90,43567,2
amo06516,90,43683,3
amo06516,90,43854,1
amo06516,90,44182,3
amo06516,90,44220,3
amo06516,90,44295,1
amo06516,90,44455,3
amo06516,90,44673,3
amo06516,90,44704,2
amo06516,90,44888,1
amo06516,90,44983,1
amo06516,90,45111,2
amo06516,90,45265,3
amo06516,90,46130,3
amo06516,90,46238,0
amo06516,90,46335,0
amo06516,90,46340,2
amo06516,90,46418,3
amo06516,90,46710,4
amo06516,90,46940,1
amo06516,90,47068,4
amo06516,90,47192,1
amo06516,90,47338,1
amo06516,90,47616,3
amo06516,90,47627,3
amo06516,90,48088,1
amo06516,90,48370,3
amo06516,90,48399,3
amo06516,90,48496,1
amo06516,90,48542,3
amo06516,90,48648,4
amo06516,90,48727,4
amo06516,90,49472,3
amo06516,90,49578,0
amo06516,90,49641,3
amo06516,90,49824,3
amo06516,90,50174,3
amo06516,90,50229,3
amo06516,90,50538,3
amo06516,90,51044,3
amo06516,90,51054,3
amo06516,90,51537,0
amo06516,90,51932,3
amo06516,90,52456,3
amo06516,90,52758,3
amo06516,90,52860,4
amo06516,90,53024,3
amo06516,90,53075,1
amo06516,90,53092,3
amo06516,90,53213,2
amo06516,90,53557,1
amo06516,90,53855,3
amo06516,90,54106,2
amo06516,90,54193,0
amo06516,90,54415,1
amo06516,90,54636,2
amo06516,90,54738,3
amo06516,90,54854,1
amo06516,90,55001,4
amo06516,90,55182,2
amo06516,90,55185,3
amo06516,90,55218,3
amo06516,90,55542,2
amo06516,90,55738,1
amo06516,90,55783,1
amo06516,90,55976,3
amo06516,90,55985,3
amo06516,90,56157,1
amo06516,90,56618,3
amo06516,90,56630,3
amo06516,90,56710,3
amo06516,90,56777,3
amo06516,90,56946,3
amo06516,90,56953,0
amo06516,90,56959,3
amo06516,90,57215,3
amo06516,90,57437,3
amo06516,90,57930,1
amo06516,90,58175,2
amo06516,90,58178,3
amo06516,90,58685,3
amo06516,90,59046,1
amo06516,90,59082,1
amo06516,90,59146,1
amo06516,90,59176,1
amo06516,90,59584,0
amo06516,90,59651,1
amo06516,90,60058,1
amo06516,90,60077,0
amo06516,90,60124,0
amo06516,90,60140,0
amo06516,90,60385,3
amo06516,90,60769,3
amo06516,90,61415,3
amo06516,90,61922,3
amo06516,90,62205,1
amo06516,90,62267,3
amo06516,90,62297,3
amo06516,90,62496,0
amo06516,90,62831,3
amo06516,90,63091,3
amo06516,90,63425,1
